Category,Brand,Product Name,Star Rating,Number of reviews,Description,Product ID,Color,Size,Regular Price,Previous Price,Feature Image URLs,Carousel Image URLs,URL
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Men's MT900 Symbium2 70+10 L Backpacking Pack,4.87,15,"Adjustable back and shoulder straps. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Volume: 70 L + 10 L (bigger with the adjustable hood).
Polyamide-reinforced bag bottom. Cordura® Ripstop recycled fabric (500 deniers).",8751964,Carbon Gray,One Size,$219.00,,https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2604563.jpg?v=1710243565&width=675,"https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2604563.jpg?v=1710243565&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581321.jpg?v=1710243570&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581340.jpg?v=1710243575&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2604574.jpg?v=1710243587&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581328.jpg?v=1710243584&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581335.jpg?v=1710243580&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581337.jpg?v=1710243608&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581319.jpg?v=1710243597&width=150",https://www.decathlon.com/collections/backpacking-packs/products/forclaz-mens-mt900-symbium2-7010-l-backpacking-pack-342070
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Women's Ultralight Backpacking Backpack 45+10 L - MT900 UL,4.36,56,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT900 ULTRALIGHT only weighs 2.9 lbs and can contain a total volume of 45 liters which we recommend for a trip under 2 weeks long. The top of the bag is adjustable and can hold an extra 10 liters of volume.
This backpack has plenty of features if you are looking for a lightweight technical option at a great price: AIR concept back ventilation, rain cover, water bottle holder, hiking poles holder, 7 pockets and a compartment for a water bladder for easy hydration.
The AIR concept: in order for your back to dry faster, we added a mesh on top of a ventilated structure. Ideal for long and sweaty day hikes from one camp to another !
This is a women's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8642604,Steel Gray,45+10 L,$179.00,,https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687659.jpg?v=1714475875&width=675,"https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687659.jpg?v=1714475875&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687660.jpg?v=1714475882&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687657.jpg?v=1714475888&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687656.jpg?v=1714475894&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687655.jpg?v=1714475900&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2480658.jpg?v=1700742157&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687936.jpg?v=1714475907&width=150, https://www.decathlon.com/cdn/shop/files/8642604-product_image-p2687658.jpg?v=1714475914&width=150",https://www.decathlon.com/collections/backpacking-packs/products/forclaz-womens-mt900-ul-backpacking-45-10-l-backpack-332261
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Men's MT900 Symbium2 50+10 L Backpacking Pack,4.4,15,"Adjustable straps and back. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Volume: 50 L + 10 L (adjustable with a height-adjustable hat).",8751963,Khaki Brown,One Size,$199.00,,https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604516.jpg?v=1718734655&width=675,"https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604516.jpg?v=1718734655&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604567.jpg?v=1710243544&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604517.jpg?v=1710243531&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604513.jpg?v=1710243539&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604520.jpg?v=1710243526&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604566.jpg?v=1710243516&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604518.jpg?v=1710243562&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604512.jpg?v=1710243556&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604515.jpg?v=1710243521&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604519.jpg?v=1710243550&width=150",https://www.decathlon.com/collections/backpacking-packs/products/forclaz-mens-mt900-symbium2-5010-l-backpacking-pack-342062
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Men's MT100 Easyfit 70 L Backpacking Pack,4.64,472,"Patented EASYFIT system simplifies back height and strap tension adjustment with ergonomically placed side straps for a precision fit
Weighing only 4.2 pounds, the 70 liter capacity provides integrated storage for extended backpacking trips without the need to resupply
Ventilated back panel optimizes moisture wicking. Stowable custom-fitted rain cover ensures waterproof storage, side bottle holster provides one handed access, and internal hydration sleeve maximizes hydration options. Quickly and securely stow trekking poles with parallel side holders and keep necessities within arms reach with multiple external pockets 
10-year warranty",8559696,Mahogany,70 L,$119.00,,https://www.decathlon.com/cdn/shop/files/8559696-product_image-p2606572.jpg?v=1712057841&width=675,"https://www.decathlon.com/cdn/shop/files/8559696-product_image-p2606572.jpg?v=1712057841&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799228.jpg?v=1701173816&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p2480665.jpg?v=1712144532&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799232.jpg?v=1701173816&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799208.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799216.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799221.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799229.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799236.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799218.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799227.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799223.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799235.jpg?v=1701173819&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799213.jpg?v=1701173819&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1770868.jpg?v=1701173819&width=150",https://www.decathlon.com/collections/backpacking-packs/products/mens-mountain-backpacking-rucksack-70-l-trek-100-easyfit-309851
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's MT100 Easyfit 70 L Backpacking Pack,4.64,472,"Patented EASYFIT system simplifies back height and strap tension adjustment with ergonomically placed side straps for a precision fit
Weighing only 4.2 pounds, the 70 liter capacity provides integrated storage for extended backpacking trips without the need to resupply
Ventilated back panel optimizes moisture wicking. Stowable custom-fitted rain cover ensures waterproof storage, side bottle holster provides one handed access, and internal hydration sleeve maximizes hydration options. Quickly and securely stow trekking poles with parallel side holders and keep necessities within arms reach with multiple external pockets 
10-year warranty",8559696,Mahogany,70 L,$119.00,,https://www.decathlon.com/cdn/shop/files/8559696-product_image-p2606572.jpg?v=1712057841&width=675,"https://www.decathlon.com/cdn/shop/files/8559696-product_image-p2606572.jpg?v=1712057841&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799228.jpg?v=1701173816&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p2480665.jpg?v=1712144532&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799232.jpg?v=1701173816&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799208.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799216.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799221.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799229.jpg?v=1701173817&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799236.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799218.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799227.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799223.jpg?v=1701173818&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799235.jpg?v=1701173819&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1799213.jpg?v=1701173819&width=150, https://www.decathlon.com/cdn/shop/files/8559696-product_image-p1770868.jpg?v=1701173819&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/mens-mountain-backpacking-rucksack-70-l-trek-100-easyfit-309851
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's Backpacking 50+10 L Backpack MT500 Air,4.53,453,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT500 AIR only weighs 3.7 lbs and can contain a total volume of 50 liters which we recommend for a trip over 2 weeks long. The top of the bag is adjustable and can hold an extral 10 liters of volume.
This backpack has plenty of features if you are looking for a technical option at a fair price: AIR concept back ventilation, rain cover, water bottle holder, hiking poles holder, 8 pockets and a compartment for a water bladder for easy hydration.
The AIR concept: in order for your back to dry faster, we added a mesh on top of a ventilated structure. Ideal for long and sweaty day hikes from one camp to another !
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8581388,Dark Petrol Blue,50+10 L,$139.00,,https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597419.jpg?v=1705926212&width=675,"https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597419.jpg?v=1705926212&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597416.jpg?v=1714475749&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597425.jpg?v=1705926231&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597441.jpg?v=1705926225&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597457.jpg?v=1705926218&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2660150.jpg?v=1705926238&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597405.jpg?v=1705926245&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2597400.jpg?v=1714475761&width=150, https://www.decathlon.com/cdn/shop/files/8581388-product_image-p2480662.jpg?v=1700657797&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/mens-backpacking-5010-l-backpack-mt500-air-324407
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's MT900 Symbium2 90+10 L Backpacking Pack,4.4,15,"Adjustable straps and back. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Polyamide-reinforced bag bottom. Recycled ripstop Cordura® fabric (500 deniers).",8751965,Dark Ivy Green,One Size,$229.00,,https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604568.jpg?v=1706785929&width=675,"https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604568.jpg?v=1706785929&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604502.jpg?v=1706785933&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604503.jpg?v=1706785938&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604501.jpg?v=1706785942&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604505.jpg?v=1706785947&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604576.jpg?v=1706785950&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604564.jpg?v=1706785955&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604504.jpg?v=1706785961&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604506.jpg?v=1706785967&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604499.jpg?v=1706785972&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/forclaz-mens-mt900-symbium2-5010-l-backpacking-pack-342061
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's MT900 Symbium2 50+10 L Backpacking Pack,4.4,15,"Adjustable straps and back. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Volume: 50 L + 10 L (adjustable with a height-adjustable hat).",8751963,Khaki Brown,One Size,$199.00,,https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604516.jpg?v=1718734655&width=675,"https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604516.jpg?v=1718734655&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604567.jpg?v=1710243544&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604517.jpg?v=1710243531&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604513.jpg?v=1710243539&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604520.jpg?v=1710243526&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604566.jpg?v=1710243516&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604518.jpg?v=1710243562&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604512.jpg?v=1710243556&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604515.jpg?v=1710243521&width=150, https://www.decathlon.com/cdn/shop/files/8751963-product_image-p2604519.jpg?v=1710243550&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/forclaz-mens-mt900-symbium2-5010-l-backpacking-pack-342062
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's MT100 Easyfit 50 L Backpacking Pack,4.61,966,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT100 only weighs 3.5 lbs and can contain a total volume of 50 liters which we recommend for a trip up to 2 weeks.
This backpack has the essential features if you are looking for a budget-friendly option: back ventilation, rain cover, water bottle holder, hiking poles holder, external pockets and a compartment for a water bladder for easy hydration.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag.
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8559690,Carbon Gray,50 L,$99.99,,https://www.decathlon.com/cdn/shop/files/8559690-product_image-p2606485.jpg?v=1712144488&width=675,"https://www.decathlon.com/cdn/shop/files/8559690-product_image-p2606485.jpg?v=1712144488&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1775953.jpg?v=1705418707&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799231.jpg?v=1705418711&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799209.jpg?v=1705418717&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799215.jpg?v=1705418721&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799222.jpg?v=1705418726&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799238.jpg?v=1705418730&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799214.jpg?v=1705418735&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799217.jpg?v=1705418740&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799224.jpg?v=1705418745&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799225.jpg?v=1705418750&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799212.jpg?v=1705418755&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799219.jpg?v=1705418760&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799230.jpg?v=1705418765&width=150, https://www.decathlon.com/cdn/shop/files/8559690-product_image-p1799237.jpg?v=1705418770&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/mens-mountain-backpacking-rucksack-50-l-trek-100-easyfit-309807
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's Travel 900 50+6 L Backpacking Pack,4.68,111,"This backpack is ideal for travelling and going from one place to another without having to hike for too long: very robust and practical, your can transport all your belongings. Comes with a waterproof cover.
The Travel 900 50+6 only weighs 5 lbs and can contain a total volume of 50 liters which we recommend for trips over 2 weeks. The top of the bag is detachable to be used as a daypack and can contain 6 extra liters.
Suitcase opening for a better organization of your belongings inside the backpack with safety lock holes in the zippers to prevent theft.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to stick to your gender when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8580006,Carbon Gray,50 + 6 L,$149.00,,https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2606808.jpg?v=1712144981&width=675,"https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2606808.jpg?v=1712144981&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2210198.jpg?v=1705419749&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2210203.jpg?v=1705419753&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420497.jpg?v=1705419757&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420499.jpg?v=1705419761&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420498.jpg?v=1705419768&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2480608.jpg?v=1705419773&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420500.jpg?v=1705419777&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420515.jpg?v=1705419781&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420514.jpg?v=1705497486&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2479885.jpg?v=1705497495&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/forclaz-travel-trekking-backpack-900-506l-with-suitcase-opening-324146
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's Travel 900 70+6L Backpacking Pack,4.72,134,"This backpack is ideal for travelling and going from one place to another without having to hike for too long: very robust and practical, your can transport all your belongings. Comes with a waterproof cover.
The Travel 900 70+6 only weighs 5.5 lbs and can contain a total volume of 70 liters which we recommend for trips over 2 weeks. The top of the bag is detachable to be used as a daypack and can contain 6 extra liters.
Suitcase opening for a better organization of your belongings inside the backpack with safety lock holes in the zippers to prevent theft.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8580014,Dark Green,70+6 L,$179.00,,https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2606959.jpg?v=1712144965&width=675,"https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2606959.jpg?v=1712144965&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2210164.jpg?v=1703075609&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2479877.jpg?v=1703075607&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420505.jpg?v=1703075607&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420504.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420503.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2480606.jpg?v=1703075607&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420502.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420501.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420516.jpg?v=1703075609&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2210169.jpg?v=1703075609&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/forclaz-travel-trekking-backpack-900-706-l-324139
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Multipocket Travel Bag,4.59,4018,"Multiple compartments: 3 Pockets and 1 Inner Compartment.
Weight: 4 oz (113 g) Dimensions: 6.3” x 7.1” x 1.6”
Easy to open/close: velcro and zipper closing system to secure some of the pockets",8619465,Black,One Size,$19.99,,https://www.decathlon.com/cdn/shop/files/8619465-product_image-p2621119.jpg?v=1712056095&width=675,"https://www.decathlon.com/cdn/shop/files/8619465-product_image-p2621119.jpg?v=1712056095&width=150, https://www.decathlon.com/cdn/shop/files/8619465-product_image-p1942059.jpg?v=1711015370&width=150, https://www.decathlon.com/cdn/shop/files/8619465-product_image-p1926518.jpg?v=1711015373&width=150, https://www.decathlon.com/cdn/shop/files/8619465-product_image-p1926516.jpg?v=1711015377&width=150, https://www.decathlon.com/cdn/shop/files/8619465-product_image-p1926517.jpg?v=1711015380&width=150, https://www.decathlon.com/cdn/shop/files/8619465-product_image-p1926515.jpg?v=1711015383&width=150, https://www.decathlon.com/cdn/shop/files/8619465-product_image-p1926514.jpg?v=1711015387&width=150",https://www.decathlon.com/collections/travel-packs/products/forclaz-multipocket-travel-bag-123350
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's MT900 50+10 L Ultralight Backpacking Pack,4.26,101,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT900 ULTRALIGHT only weighs 2.9 lb and can contain a total volume of 50 liters which we recommend for a trip under 2 weeks long. The top of the bag is adjustable and can hold an extra 10 liters of volume.
This backpack has plenty of features if you are looking for a lightweight technical option at a great price: AIR concept back ventilation, rain cover, water bottle holder, hiking poles holder, 7 pockets and a compartment for a water bladder for easy hydration.
The AIR concept: in order for your back to dry faster, we added a mesh on top of a ventilated structure. Ideal for long and sweaty day hikes from one camp to another !
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8642599,Blue Gray,50+10 L,$189.00,,https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2687928.jpg?v=1714475928&width=675,"https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2687928.jpg?v=1714475928&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2687942.jpg?v=1714475935&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604991.jpg?v=1700742153&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604994.jpg?v=1700742153&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604995.jpg?v=1700742153&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2595128.jpg?v=1700742154&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604992.jpg?v=1700742154&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604996.jpg?v=1700742154&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2480659.jpg?v=1700742152&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/mens-ultralight-backpacking-backpack-5010-l-mt900-ul-332178
Hike & Camp / Bags & Backpacks / Men's Backpacks,Decathlon  Forclaz,Forclaz Men's MT900 Symbium2 70+10 L Backpacking Pack,4.87,15,"Adjustable back and shoulder straps. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Volume: 70 L + 10 L (bigger with the adjustable hood).
Polyamide-reinforced bag bottom. Cordura® Ripstop recycled fabric (500 deniers).",8751964,Carbon Gray,One Size,$219.00,,https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2604563.jpg?v=1710243565&width=675,"https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2604563.jpg?v=1710243565&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581321.jpg?v=1710243570&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581340.jpg?v=1710243575&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2604574.jpg?v=1710243587&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581328.jpg?v=1710243584&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581335.jpg?v=1710243580&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581337.jpg?v=1710243608&width=150, https://www.decathlon.com/cdn/shop/files/8751964-product_image-p2581319.jpg?v=1710243597&width=150",https://www.decathlon.com/collections/mens-backpacks-and-bags/products/forclaz-mens-mt900-symbium2-7010-l-backpacking-pack-342070
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Foldable backpack 10L - Travel,4.61,3648,"1 large main compartment + 1 zipper pocket
Reinforced shoulder straps
Capacity: 10 liters
Lightweight: 1.6 oz (45 g)","8560403, 8560406, 8576230","Black, Prune, Pewter","10 L, 10 L, 10 L","$6.99, $6.99, $6.99",,https://www.decathlon.com/cdn/shop/files/8560403-product_image-p2621812.jpg?v=1712144563&width=675,"https://www.decathlon.com/cdn/shop/files/8560403-product_image-p2621812.jpg?v=1712144563&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770474.jpg?v=1703075276&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770544.jpg?v=1703075276&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770546.jpg?v=1703075276&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770511.jpg?v=1703075277&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1800999.jpg?v=1703075277&width=150",https://www.decathlon.com/collections/travel-packs/products/forclaz-foldable-backpack-10l-travel-309862
